
 Dialogue Num: 0 ||| Ground Truth [0], Predicted Label 1, Attention Words: <PAD> am to | am looking for a place to to stay that has cheap price range it should be in a type of hotel                      
 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: is <PAD> in | yes there are boats museums swimming pools parks sports and more in the east do you have a preference number is q ##7                      

 Dialogue Num: 224 ||| Ground Truth [4], Predicted Label 5, Attention Words: and q <PAD> | no i don ##t have a preference sports and more in the east do you have a preference number is q ##7                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: q more <PAD> | can i recommend cam ##boats in the east and more in the east do you have a preference number is q ##7                      

 Dialogue Num: 224 ||| Ground Truth [4], Predicted Label 5, Attention Words: q preference great | yes that sounds like a great choice can you give me the phone number for them a preference number is q ##7                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 7, Attention Words: number phone ##7 | the phone number is 01 ##22 ##39 ##0 ##21 ##12 the phone number for them a preference number is q ##7                      

 Dialogue Num: 224 ||| Ground Truth [4], Predicted Label 0, Attention Words: q <PAD> lynn | great thanks i am also looking for a train to kings lynn i can ##t leave till after 1800 though is q ##7                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 5, Attention Words: ##7 train i | where will you be departing from a train to kings lynn i can ##t leave till after 1800 though is q ##7                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: <PAD> ##7 train | from cambridge i need to book for 7 people on that train i will also need the reference number thanks a bunch ##7                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: that <PAD> <PAD> | what day did you want to travel on on that train i will also need the reference number thanks a bunch ##7                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: train <PAD> that | i would like to travel on tuesday on that train i will also need the reference number thanks a bunch ##7                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: ##7 <PAD> for | tr ##9 ##45 ##2 leaves cambridge at 1811 and arrives in kings lynn at 1858 will that work for you bunch ##7                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: <PAD> and <PAD> | yes that ##s pretty good thanks 1811 and arrives in kings lynn at 1858 will that work for you bunch ##7                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: <PAD> <PAD> you | your ##e welcome can i help you with anything else kings lynn at 1858 will that work for you bunch ##7                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 1, Attention Words: <PAD> you <PAD> | yes i need you to book that train for 7 please lynn at 1858 will that work for you bunch ##7                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: total at ##able | booking was successful the total fee is 68 ##6 gb ##p pay ##able at the station your reference number is r ##5 ##cb ##d                      

 Dialogue Num: 224 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: station ##cb your | great you have been very helpful that is all i needed thanks bye the station your reference number is r ##5 ##cb ##d                      

 Dialogue Num: 225 ||| Ground Truth [5], Predicted Label 1, Attention Words: place bye your | i am looking for a chinese place in the centre thanks bye the station your reference number is r ##5 ##cb ##d                      

 Dialogue Num: 225 ||| Ground Truth [5], Predicted Label 7, Attention Words: matching number ##cb | i have 10 restaurants matching your request did you have a price range you would like reference number is r ##5 ##cb ##d                      

 Dialogue Num: 225 ||| Ground Truth [5], Predicted Label 0, Attention Words: is did no | no it doesn ##t matter request did you have a price range you would like reference number is r ##5 ##cb ##d                      

 Dialogue Num: 225 ||| Ground Truth [5], Predicted Label 1, Attention Words: is would <PAD> | would you like for it to have a certain number of stars you would like reference number is r ##5 ##cb ##d                      

 Dialogue Num: 225 ||| Ground Truth [5], Predicted Label 0, Attention Words: ##d please for | no just book at a chinese place in the centre i need a table for 4 at 1500 on wednesday please ##cb ##d                      

 Dialogue Num: 225 ||| Ground Truth [5], Predicted Label 1, Attention Words: <PAD> <PAD> ##ling | i have you at jin ##ling no ##odle bar then reference is o ##c ##nh ##3 ##c ##j ##j anything else you need                      

 Dialogue Num: 225 ||| Ground Truth [5], Predicted Label 1, Attention Words: <PAD> bar that | no that is it thank you ##odle bar then reference is o ##c ##nh ##3 ##c ##j ##j anything else you need                      

 Dialogue Num: 226 ||| Ground Truth [5], Predicted Label 3, Attention Words: ##c <PAD> ##nh | hello i am looking for an expensive restaurant that serves cantonese food ##c ##nh ##3 ##c ##j ##j anything else you need                      

 Dialogue Num: 226 ||| Ground Truth [5], Predicted Label 3, Attention Words: <PAD> anything would | sorry there are no expensive restaurants serving cantonese food would you like to look for something else ##j anything else you need                      

 Dialogue Num: 226 ||| Ground Truth [5], Predicted Label 7, Attention Words: else <PAD> you | yes an expensive thai restaurant would be good would you like to look for something else ##j anything else you need                      

 Dialogue Num: 226 ||| Ground Truth [5], Predicted Label 3, Attention Words: and <PAD> else | bangkok city serves thai food and is in the expensive price range look for something else ##j anything else you need                      

 Dialogue Num: 226 ||| Ground Truth [5], Predicted Label 2, Attention Words: you <PAD> something | great can you please give me its address and phone number look for something else ##j anything else you need                      

 Dialogue Num: 226 ||| Ground Truth [5], Predicted Label 3, Attention Words: <PAD> city else | bangkok city is at 24 green street city and phone number is 01 ##22 ##3 354 ##38 ##2 anything else you need                      

 Dialogue Num: 226 ||| Ground Truth [5], Predicted Label 3, Attention Words: <PAD> ##38 you | what is the post ##code street city and phone number is 01 ##22 ##3 354 ##38 ##2 anything else you need                      

 Dialogue Num: 226 ||| Ground Truth [5], Predicted Label 3, Attention Words: is you ##38 | the post ##code is cb 1 7 d ##y number is 01 ##22 ##3 354 ##38 ##2 anything else you need                      

 Dialogue Num: 226 ||| Ground Truth [5], Predicted Label 7, Attention Words: 01 <PAD> 7 | thank you good bye 1 7 d ##y number is 01 ##22 ##3 354 ##38 ##2 anything else you need                      

 Dialogue Num: 227 ||| Ground Truth [4], Predicted Label 3, Attention Words: 01 <PAD> ##y | i am looking for tourist attractions d ##y number is 01 ##22 ##3 354 ##38 ##2 anything else you need                      

 Dialogue Num: 227 ||| Ground Truth [4 5], Predicted Label 4, Attention Words: down <PAD> what | there are many things to do to help narrow down the results what part of town are you looking to tour in any particular                      

 Dialogue Num: 227 ||| Ground Truth [4], Predicted Label 0, Attention Words: in <PAD> you | are there any colleges on the west side if so can you tell me the address and entrance fee tour in any particular                      

 Dialogue Num: 227 ||| Ground Truth [4 5], Predicted Label 0, Attention Words: particular <PAD> nice | there are five colleges on the west side magdalene college is nice its address is magdalene street and entrance is free any particular                      

 Dialogue Num: 227 ||| Ground Truth [4 5], Predicted Label 7, Attention Words: <PAD> particular in | thank you im also looking for an indian restaurant in the expensive price range is there anything like that around any particular                      

 Dialogue Num: 227 ||| Ground Truth [4 5], Predicted Label 7, Attention Words: <PAD> expensive <PAD> | oh yes i have many any preference for area the expensive price range is there anything like that around any particular                      

 Dialogue Num: 227 ||| Ground Truth [4 5], Predicted Label 0, Attention Words: <PAD> like <PAD> | i would like to be close to magdalene college that same area would be perfect anything like that around any particular                      

 Dialogue Num: 227 ||| Ground Truth [4 5], Predicted Label 5, Attention Words: located <PAD> magdalene | there are 5 indian restaurants located on the west side near magdalene college that are expensive i would recommend tan ##door ##i palace                      

 Dialogue Num: 227 ||| Ground Truth [4 5], Predicted Label 3, Attention Words: <PAD> i and | that sounds fantastic could i have the post ##code phone number and address please expensive i would recommend tan ##door ##i palace                      

 Dialogue Num: 227 ||| Ground Truth [4 5], Predicted Label 4, Attention Words: is and ##35 | their post ##code is cb ##43 ##le phone number is 01 ##22 ##35 ##0 ##60 ##55 and address is 68 his ##ton road chester                      

 Dialogue Num: 227 ||| Ground Truth [4 5], Predicted Label 0, Attention Words: ##35 and address | that ##s everything i need thank you for your help ##22 ##35 ##0 ##60 ##55 and address is 68 his ##ton road chester                      

 Dialogue Num: 228 ||| Ground Truth [4], Predicted Label 0, Attention Words: ##0 ##22 <PAD> | hello i would like information on club salsa help ##22 ##35 ##0 ##60 ##55 and address is 68 his ##ton road chester                      
